en-lv,tildeset2,0,hyp1,14,hyp2,14
en-lv,tildeset2,1,hyp1,12,hyp2,10
en-lv,tildeset2,2,hyp1,12,hyp2,18
en-lv,tildeset2,3,hyp1,12,hyp2,6
en-lv,tildeset2,4,hyp1,19,hyp2,14
en-lv,tildeset2,5,hyp1,13,hyp2,12
en-lv,tildeset2,6,hyp1,12,hyp2,18
en-lv,tildeset2,7,hyp1,14,hyp2,19
en-lv,tildeset2,8,hyp1,12,hyp2,18
en-lv,tildeset2,9,hyp1,14,hyp2,14
en-lv,tildeset2,10,hyp1,13,hyp2,12
en-lv,tildeset2,11,hyp1,12,hyp2,5
en-lv,tildeset2,12,hyp1,13,hyp2,12
en-lv,tildeset2,13,hyp1,13,hyp2,12
en-lv,tildeset2,14,hyp1,13,hyp2,6
en-lv,tildeset2,15,hyp1,14,hyp2,14
en-lv,tildeset2,16,hyp1,10,hyp2,12
en-lv,tildeset2,17,hyp1,13,hyp2,7
en-lv,tildeset2,18,hyp1,20,hyp2,14
en-lv,tildeset2,19,hyp1,12,hyp2,13
en-lv,tildeset2,20,hyp1,12,hyp2,13
en-lv,tildeset2,21,hyp1,19,hyp2,14
en-lv,tildeset2,22,hyp1,20,hyp2,14
en-lv,tildeset2,23,hyp1,8,hyp2,11
en-lv,tildeset2,24,hyp1,12,hyp2,13
en-lv,tildeset2,25,hyp1,14,hyp2,14
en-lv,tildeset2,26,hyp1,19,hyp2,14
en-lv,tildeset2,27,hyp1,19,hyp2,14
en-lv,tildeset2,28,hyp1,12,hyp2,18
en-lv,tildeset2,29,hyp1,14,hyp2,19
en-lv,tildeset2,30,hyp1,10,hyp2,16
en-lv,tildeset2,31,hyp1,12,hyp2,13
en-lv,tildeset2,32,hyp1,14,hyp2,19
en-lv,tildeset2,33,hyp1,13,hyp2,8
en-lv,tildeset2,34,hyp1,14,hyp2,14
en-lv,tildeset2,35,hyp1,14,hyp2,14
en-lv,tildeset2,36,hyp1,14,hyp2,14
en-lv,tildeset2,37,hyp1,14,hyp2,14
en-lv,tildeset2,38,hyp1,13,hyp2,12
en-lv,tildeset2,39,hyp1,12,hyp2,18
en-lv,tildeset2,40,hyp1,15,hyp2,10
en-lv,tildeset2,41,hyp1,16,hyp2,10
en-lv,tildeset2,42,hyp1,10,hyp2,17
en-lv,tildeset2,43,hyp1,14,hyp2,14
en-lv,tildeset2,44,hyp1,11,hyp2,13
en-lv,tildeset2,45,hyp1,16,hyp2,11
en-lv,tildeset2,46,hyp1,15,hyp2,11
en-lv,tildeset2,47,hyp1,11,hyp2,16
en-lv,tildeset2,48,hyp1,15,hyp2,14
en-lv,tildeset2,49,hyp1,14,hyp2,14
en-lv,tildeset2,50,hyp1,11,hyp2,15
en-lv,tildeset2,51,hyp1,11,hyp2,15
en-lv,tildeset2,52,hyp1,14,hyp2,15
en-lv,tildeset2,53,hyp1,14,hyp2,14
en-lv,tildeset2,54,hyp1,14,hyp2,14
en-lv,tildeset2,55,hyp1,17,hyp2,14
en-lv,tildeset2,56,hyp1,17,hyp2,11
